state	yr	qtr	index_nsa	index_sa	note
CA	2009	4	159.30	158.00	
CA	2010	1	157.05	158.28	
CA	2010	2	159.40	158.03	
CA	2010	3	156.78	154.41	
CA	2010	4	153.47	152.37	
CA	2011	1	149.82	150.96	
CA	2011	2	150.32	148.82	
CA	2011	3	150.01	147.85	
CA	2011	4	148.55	147.70	
CA	2012	1	148.27	149.22	
CA	2012	2	154.98	153.30	
CA	2012	3	160.50	158.28	
CA	2012	4	165.83	165.12	
CA	2013	1	172.54	173.43	
CA	2013	2	184.68	182.56	
CA	2013	3	193.79	191.24	
CA	2013	4	197.95	197.29	
CA	2014	1	201.87	202.62	
CA	2014	2	209.01	206.62	
CA	2014	3	212.94	210.27	
CA	2014	4	214.85	214.25	
CA	2015	1	217.89	218.42	
CA	2015	2	224.64	222.10	
CA	2015	3	229.07	226.38	
CA	2015	4	230.62	230.03	
CA	2016	1	234.26	234.55	
CA	2016	2	241.18	238.53	
CA	2016	3	245.51	242.78	
CA	2016	4	248.56	247.93	
CA	2017	1	252.26	252.36	
CA	2017	2	260.05	257.23	
CA	2017	3	264.90	262.10	
CA	2017	4	268.33	267.60	
CA	2018	1	272.03	272.08	
CA	2018	2	278.33	275.28	
CA	2018	3	281.46	278.52	
CA	2018	4	281.61	280.91	
CA	2019	1	284.05	284.13	
CA	2019	2	289.67	286.39	
CA	2019	3	291.52	288.43	
CA	2019	4	292.48	291.90	
CA	2020	1	297.85	297.99	
CA	2020	2	301.87	298.27	
CA	2020	3	312.59	309.18	
CA	2020	4	323.38	323.00	
CA	2021	1	336.06	336.23	
CA	2021	2	358.42	353.94	
CA	2021	3	375.28	371.13	
CA	2021	4	382.61	382.39	
CA	2022	1	394.20	394.45	
CA	2022	2	410.44	405.13	
CA	2022	3	406.22	401.63	
CA	2022	4	402.52	402.53	
CA	2023	1	406.14	406.39	
CA	2023	2	415.54	410.03	
CA	2023	3	420.62	415.84	
CA	2023	4	420.96	421.13	
CO	1991	1	100.00	100.00	
CO	1991	2	102.00	102.49	
CO	1991	3	103.72	104.30	
CO	1991	4	105.60	106.37	
CO	1992	1	108.97	108.96	
CO	1992	2	110.69	111.24	
CO	1992	3	113.21	113.84	
CO	1992	4	115.88	116.72	
CO	1993	1	119.59	119.60	
CO	1993	2	122.09	122.70	
CO	1993	3	126.02	126.67	
CO	1993	4	129.85	130.81	
CO	1994	1	134.98	135.03	
CO	1994	2	138.28	138.95	
CO	1994	3	141.47	142.16	
CO	1994	4	143.90	144.98	
CO	1995	1	147.68	147.77	
CO	1995	2	149.97	150.71	
CO	1995	3	152.92	153.57	
CO	1995	4	155.34	156.58	
CO	1996	1	159.01	159.13	
CO	1996	2	161.06	161.87	
CO	1996	3	162.51	163.09	
CO	1996	4	164.57	166.00	
CO	1997	1	168.34	168.41	
CO	1997	2	169.56	170.47	
CO	1997	3	173.22	173.70	
CO	1997	4	174.06	175.71	
CO	1998	1	178.20	178.27	
CO	1998	2	180.73	181.64	
CO	1998	3	184.60	185.08	
CO	1998	4	187.81	189.67	
CO	1999	1	195.58	195.67	
CO	1999	2	198.77	199.70	
CO	1999	3	204.65	205.14	
CO	1999	4	208.94	211.02	
CO	2000	1	218.77	219.09	
CO	2000	2	223.05	223.89	
CO	2000	3	229.67	230.25	
CO	2000	4	234.79	236.95	
CO	2001	1	242.85	243.60	
CO	2001	2	247.91	248.68	
CO	2001	3	252.04	252.63	
CO	2001	4	252.67	254.73	
CO	2002	1	256.06	257.33	
CO	2002	2	260.19	260.80	
CO	2002	3	262.19	262.83	
CO	2002	4	263.42	265.25	
CO	2003	1	263.18	264.92	
CO	2003	2	265.34	265.87	
CO	2003	3	266.79	267.33	
CO	2003	4	267.98	269.66	
CO	2004	1	270.41	272.56	
CO	2004	2	274.02	274.57	
CO	2004	3	276.36	276.66	
CO	2004	4	277.73	279.28	
CO	2005	1	281.20	284.07	
CO	2005	2	285.92	286.44	
CO	2005	3	288.27	287.99	
CO	2005	4	290.39	291.91	
CO	2006	1	290.94	294.86	
CO	2006	2	294.41	294.79	
CO	2006	3	296.16	295.00	
CO	2006	4	293.44	295.04	
CO	2007	1	287.09	292.08	
CO	2007	2	289.74	289.78	
CO	2007	3	287.02	285.06	
CO	2007	4	275.91	277.65	
CO	2008	1	265.15	270.54	
CO	2008	2	265.12	264.77	
CO	2008	3	261.63	259.46	
CO	2008	4	251.17	252.96	
CO	2009	1	246.67	251.98	
CO	2009	2	254.65	254.05	
CO	2009	3	259.92	257.79	
CO	2009	4	258.33	260.27	
CO	2010	1	253.57	258.98	
CO	2010	2	259.32	258.45	
CO	2010	3	254.52	252.74	
CO	2010	4	249.31	251.27	
CO	2011	1	244.33	249.27	
CO	2011	2	248.06	247.14	
CO	2011	3	250.65	249.08	
CO	2011	4	249.47	251.67	
CO	2012	1	251.76	256.57	
CO	2012	2	263.47	262.27	
CO	2012	3	268.44	266.99	
CO	2012	4	270.58	273.32	
CO	2013	1	273.63	278.44	
CO	2013	2	286.16	284.78	
CO	2013	3	292.97	291.53	
CO	2013	4	293.37	296.76	
CO	2014	1	298.10	302.77	
CO	2014	2	310.71	309.12	
CO	2014	3	317.01	315.86	
CO	2014	4	319.40	323.35	
CO	2015	1	327.62	331.97	
CO	2015	2	342.02	340.38	
CO	2015	3	349.70	348.94	
CO	2015	4	352.35	356.84	
CO	2016	1	360.43	364.38	
CO	2016	2	373.74	372.08	
CO	2016	3	380.34	380.20	
CO	2016	4	383.85	388.72	
CO	2017	1	393.15	396.63	
CO	2017	2	405.95	404.37	
CO	2017	3	412.70	413.12	
CO	2017	4	418.06	423.35	
CO	2018	1	429.38	432.44	
CO	2018	2	441.55	440.09	
CO	2018	3	445.27	446.05	
CO	2018	4	446.30	451.93	
CO	2019	1	455.41	458.42	
CO	2019	2	465.09	463.59	
CO	2019	3	469.38	470.01	
CO	2019	4	471.97	478.28	
CO	2020	1	483.15	486.56	
CO	2020	2	493.62	491.63	
CO	2020	3	505.39	505.52	
CO	2020	4	520.64	528.30	
CO	2021	1	545.52	550.13	
CO	2021	2	584.21	580.94	
CO	2021	3	609.53	608.81	
CO	2021	4	619.00	629.36	
CO	2022	1	646.71	652.70	
CO	2022	2	681.09	676.26	
CO	2022	3	666.59	665.46	
CO	2022	4	656.35	667.91	
CO	2023	1	664.55	671.10	
CO	2023	2	678.31	673.02	
CO	2023	3	681.89	680.72	
CO	2023	4	677.59	689.52	
CT	1991	1	100.00	100.00	
CT	1991	2	97.18	96.72	
CT	1991	3	97.29	96.51	
CT	1991	4	96.23	96.05	
CT	1992	1	96.06	96.14	
CT	1992	2	94.96	94.48	
CT	1992	3	93.95	93.15	
CT	1992	4	94.50	94.29	
CT	1993	1	90.67	90.89	
CT	1993	2	92.12	91.60	
CT	1993	3	92.45	91.58	
CT	1993	4	91.27	91.04	
CT	1994	1	90.31	90.72	
CT	1994	2	92.03	91.43	
CT	1994	3	91.79	90.81	
CT	1994	4	90.77	90.53	
CT	1995	1	89.89	90.51	
CT	1995	2	90.72	90.05	
CT	1995	3	91.49	90.41	
CT	1995	4	91.06	90.82	
CT	1996	1	90.09	90.86	
CT	1996	2	92.27	91.54	
CT	1996	3	93.13	91.93	
CT	1996	4	91.98	91.79	
CT	1997	1	91.13	92.00	
CT	1997	2	94.25	93.46	
CT	1997	3	94.80	93.52	
CT	1997	4	95.22	95.05	
CT	1998	1	95.57	96.53	
CT	1998	2	98.38	97.53	
CT	1998	3	100.83	99.42	
CT	1998	4	101.03	100.87	
CT	1999	1	101.83	102.89	
CT	1999	2	106.65	105.72	
CT	1999	3	109.40	107.84	
CT	1999	4	109.81	109.62	
CT	2000	1	111.68	112.88	
CT	2000	2	116.10	115.12	
CT	2000	3	118.99	117.26	
CT	2000	4	120.49	120.24	
CT	2001	1	121.71	123.06	
CT	2001	2	126.72	125.69	
CT	2001	3	130.64	128.71	
CT	2001	4	131.58	131.22	
CT	2002	1	132.91	134.45	
CT	2002	2	140.08	139.00	
CT	2002	3	145.41	143.24	
CT	2002	4	148.28	147.78	
CT	2003	1	149.48	151.25	
CT	2003	2	155.72	154.58	
CT	2003	3	161.30	158.91	
CT	2003	4	163.62	162.97	
CT	2004	1	166.00	167.97	
CT	2004	2	174.51	173.31	
CT	2004	3	181.54	178.82	
CT	2004	4	184.55	183.80	
CT	2005	1	186.56	188.76	
CT	2005	2	196.26	195.01	
CT	2005	3	202.35	199.23	
CT	2005	4	205.19	204.32	
CT	2006	1	205.74	208.30	
CT	2006	2	208.61	207.30	
CT	2006	3	208.37	205.00	
CT	2006	4	208.04	207.10	
CT	2007	1	204.06	206.91	
CT	2007	2	204.61	203.21	
CT	2007	3	204.19	200.71	
CT	2007	4	197.04	196.09	
CT	2008	1	190.08	193.16	
CT	2008	2	189.96	188.46	
CT	2008	3	186.59	183.21	
CT	2008	4	177.15	176.33	
CT	2009	1	167.10	170.26	
CT	2009	2	170.05	168.34	
CT	2009	3	171.42	168.16	
CT	2009	4	170.14	169.46	
CT	2010	1	160.25	163.74	
CT	2010	2	167.71	165.59	
CT	2010	3	161.59	158.34	
CT	2010	4	158.84	158.43	
CT	2011	1	153.79	157.48	
CT	2011	2	158.27	155.90	
CT	2011	3	156.96	153.63	
CT	2011	4	151.37	151.26	
CT	2012	1	146.65	150.36	
CT	2012	2	154.06	151.51	
CT	2012	3	153.48	149.98	
CT	2012	4	150.63	150.87	
CT	2013	1	147.63	151.40	
CT	2013	2	155.32	152.62	
CT	2013	3	158.48	154.74	
CT	2013	4	152.82	153.26	
CT	2014	1	150.47	154.26	
CT	2014	2	156.70	153.99	
CT	2014	3	158.44	154.68	
CT	2014	4	153.79	154.31	
CT	2015	1	150.05	153.58	
CT	2015	2	159.48	156.90	
CT	2015	3	162.40	158.73	
CT	2015	4	156.97	157.37	
CT	2016	1	156.22	159.54	
CT	2016	2	162.36	160.01	
CT	2016	3	164.10	160.63	
CT	2016	4	163.16	163.46	
CT	2017	1	160.52	163.42	
CT	2017	2	166.98	164.87	
CT	2017	3	169.02	165.83	
CT	2017	4	167.81	167.88	
CT	2018	1	166.56	169.12	
CT	2018	2	172.33	170.43	
CT	2018	3	175.83	172.79	
CT	2018	4	174.45	174.48	
CT	2019	1	173.88	176.13	
CT	2019	2	176.19	174.37	
CT	2019	3	179.05	176.18	
CT	2019	4	177.59	177.64	
CT	2020	1	178.77	180.90	
CT	2020	2	184.52	182.53	
CT	2020	3	195.91	192.83	
CT	2020	4	204.01	204.35	
CT	2021	1	210.24	212.65	
CT	2021	2	223.00	220.30	
CT	2021	3	230.41	226.86	
CT	2021	4	231.45	232.08	
CT	2022	1	238.52	241.35	
CT	2022	2	251.82	248.37	
CT	2022	3	254.54	250.56	
CT	2022	4	255.14	256.21	
CT	2023	1	257.44	260.59	
CT	2023	2	272.55	268.45	
CT	2023	3	279.75	275.36	
CT	2023	4	278.14	279.56	
DC	1991	1	100.00	100.00	
DC	1991	2	99.68	99.25	
DC	1991	3	99.21	97.23	
DC	1991	4	97.34	96.56	
DC	1992	1	97.26	97.21	
DC	1992	2	96.20	95.77	
DC	1992	3	98.45	96.62	
DC	1992	4	96.57	95.73	
DC	1993	1	93.93	93.78	
DC	1993	2	94.81	94.43	
DC	1993	3	96.92	95.27	
DC	1993	4	94.58	93.67	
DC	1994	1	95.10	94.85	
DC	1994	2	96.05	95.67	
DC	1994	3	95.69	94.24	
DC	1994	4	96.42	95.44	
DC	1995	1	94.30	93.93	
DC	1995	2	92.64	92.22	
DC	1995	3	93.32	92.12	
DC	1995	4	94.64	93.56	
DC	1996	1	94.46	94.09	
DC	1996	2	94.03	93.50	
DC	1996	3	94.97	93.92	
DC	1996	4	94.04	92.93	
DC	1997	1	95.57	95.25	
DC	1997	2	95.01	94.30	
DC	1997	3	96.03	95.05	
DC	1997	4	97.69	96.53	
DC	1998	1	98.28	98.13	
DC	1998	2	100.08	99.11	
DC	1998	3	101.53	100.45	
DC	1998	4	105.43	104.28	
DC	1999	1	105.12	105.21	
DC	1999	2	109.36	107.97	
DC	1999	3	112.15	110.94	
DC	1999	4	113.87	112.73	
DC	2000	1	116.56	116.87	
DC	2000	2	123.52	121.72	
DC	2000	3	125.07	123.57	
DC	2000	4	129.21	128.12	
DC	2001	1	131.57	132.05	
DC	2001	2	138.98	136.78	
DC	2001	3	144.84	142.98	
DC	2001	4	148.30	147.23	
DC	2002	1	150.81	151.34	
DC	2002	2	160.79	158.30	
DC	2002	3	165.03	162.73	
DC	2002	4	170.11	169.02	
DC	2003	1	177.22	177.75	
DC	2003	2	185.34	182.60	
DC	2003	3	192.41	189.70	
DC	2003	4	196.11	194.81	
DC	2004	1	202.08	202.44	
DC	2004	2	217.61	214.85	
DC	2004	3	224.77	221.42	
DC	2004	4	235.75	234.13	
DC	2005	1	245.03	245.22	
DC	2005	2	261.07	258.24	
DC	2005	3	274.68	270.52	
DC	2005	4	282.13	279.88	
DC	2006	1	286.25	286.45	
DC	2006	2	293.71	291.03	
DC	2006	3	299.01	294.16	
DC	2006	4	301.07	298.39	
DC	2007	1	300.13	300.75	
DC	2007	2	293.00	290.39	
DC	2007	3	295.69	290.66	
DC	2007	4	285.79	283.00	
DC	2008	1	282.56	283.79	
DC	2008	2	273.13	270.48	
DC	2008	3	269.17	264.33	
DC	2008	4	262.19	259.61	
DC	2009	1	248.85	250.52	
DC	2009	2	252.13	249.20	
DC	2009	3	253.88	249.31	
DC	2009	4	250.28	247.73	
DC	2010	1	246.07	248.35	
DC	2010	2	253.20	249.58	
DC	2010	3	253.03	248.68	
DC	2010	4	250.32	247.80	
DC	2011	1	245.57	248.13	
DC	2011	2	258.26	253.91	
DC	2011	3	266.56	262.48	
DC	2011	4	264.53	261.84	
DC	2012	1	268.90	271.74	
DC	2012	2	281.77	276.41	
DC	2012	3	288.34	284.63	
DC	2012	4	295.41	292.52	
DC	2013	1	298.41	301.05	
DC	2013	2	314.79	308.45	
DC	2013	3	315.01	311.84	
DC	2013	4	321.91	318.86	
DC	2014	1	319.18	321.16	
DC	2014	2	338.81	331.86	
DC	2014	3	344.08	341.45	
DC	2014	4	352.15	349.21	
DC	2015	1	350.31	351.10	
DC	2015	2	365.80	358.53	
DC	2015	3	362.68	360.66	
DC	2015	4	365.90	363.10	
DC	2016	1	367.81	367.48	
DC	2016	2	379.48	372.11	
DC	2016	3	378.34	376.92	
DC	2016	4	387.73	385.04	
DC	2017	1	393.99	392.43	
DC	2017	2	397.10	389.85	
DC	2017	3	396.72	395.52	
DC	2017	4	400.62	397.98	
DC	2018	1	414.13	411.92	
DC	2018	2	421.70	414.14	
DC	2018	3	419.31	418.10	
DC	2018	4	428.21	425.69	
DC	2019	1	426.66	424.06	
DC	2019	2	446.66	438.92	
DC	2019	3	445.13	443.34	
DC	2019	4	461.78	459.36	
DC	2020	1	471.71	469.33	
DC	2020	2	476.23	467.58	
DC	2020	3	486.99	484.34	
DC	2020	4	488.63	486.90	
DC	2021	1	494.66	492.30	
DC	2021	2	519.23	509.75	
DC	2021	3	507.42	503.51	
DC	2021	4	511.94	511.25	
DC	2022	1	520.54	518.27	
DC	2022	2	531.42	521.30	
DC	2022	3	541.14	536.13	
DC	2022	4	544.01	544.54	
DC	2023	1	558.42	555.65	
DC	2023	2	575.81	564.83	
DC	2023	3	571.31	565.37	
DC	2023	4	558.43	559.73	
DE	1991	1	100.00	100.00	
DE	1991	2	100.61	99.90	
DE	1991	3	100.81	100.26	
DE	1991	4	99.79	99.17	
DE	1992	1	99.78	99.78	
DE	1992	2	100.80	100.10	
DE	1992	3	99.15	98.61	
DE	1992	4	100.47	99.82	
DE	1993	1	99.10	99.14	
DE	1993	2	99.22	98.52	
DE	1993	3	99.24	98.70	
DE	1993	4	99.48	98.79	
DE	1994	1	98.90	99.01	
DE	1994	2	100.28	99.58	
DE	1994	3	100.10	99.48	
DE	1994	4	101.19	100.49	
DE	1995	1	100.84	101.04	
DE	1995	2	99.61	98.88	
DE	1995	3	101.25	100.52	
DE	1995	4	101.15	100.53	
DE	1996	1	100.14	100.38	
DE	1996	2	102.13	101.37	
DE	1996	3	102.36	101.48	
DE	1996	4	103.49	103.04	
DE	1997	1	100.69	100.91	
DE	1997	2	103.92	103.10	
DE	1997	3	104.69	103.71	
DE	1997	4	104.20	103.90	
DE	1998	1	103.68	103.82	
DE	1998	2	105.10	104.28	
DE	1998	3	106.91	105.90	
DE	1998	4	105.98	105.75	
DE	1999	1	107.76	107.81	
DE	1999	2	110.59	109.77	
DE	1999	3	111.39	110.34	
DE	1999	4	112.29	112.07	
DE	2000	1	115.22	115.19	
DE	2000	2	117.02	116.20	
DE	2000	3	118.73	117.67	
DE	2000	4	120.02	119.71	
DE	2001	1	120.92	120.88	
DE	2001	2	122.63	121.82	
DE	2001	3	125.29	124.21	
DE	2001	4	128.30	127.82	
DE	2002	1	129.14	129.20	
DE	2002	2	133.68	132.80	
DE	2002	3	138.22	137.08	
DE	2002	4	139.80	139.10	
DE	2003	1	143.43	143.66	
DE	2003	2	148.32	147.36	
DE	2003	3	151.39	150.06	
DE	2003	4	155.78	154.90	
DE	2004	1	160.03	160.49	
DE	2004	2	167.39	166.25	
DE	2004	3	174.13	172.54	
DE	2004	4	180.01	178.94	
DE	2005	1	183.76	184.43	
DE	2005	2	193.66	192.34	
DE	2005	3	201.36	199.41	
DE	2005	4	207.79	206.42	
DE	2006	1	211.51	212.64	
DE	2006	2	215.18	213.57	
DE	2006	3	220.10	217.96	
DE	2006	4	220.45	218.74	
DE	2007	1	218.12	219.82	
DE	2007	2	221.29	219.33	
DE	2007	3	220.16	218.02	
DE	2007	4	216.93	215.00	
DE	2008	1	211.69	213.98	
DE	2008	2	209.21	206.96	
DE	2008	3	205.21	203.17	
DE	2008	4	199.56	197.66	
DE	2009	1	188.22	190.79	
DE	2009	2	192.69	190.28	
DE	2009	3	189.37	187.37	
DE	2009	4	189.78	187.91	
DE	2010	1	181.58	184.61	
DE	2010	2	185.16	182.50	
DE	2010	3	176.83	174.81	
DE	2010	4	173.13	171.49	
DE	2011	1	165.58	168.63	
DE	2011	2	166.22	163.66	
DE	2011	3	164.05	162.01	
DE	2011	4	158.40	157.11	
DE	2012	1	152.36	155.16	
DE	2012	2	160.17	157.69	
DE	2012	3	162.67	160.49	
DE	2012	4	163.99	162.93	
DE	2013	1	160.40	163.09	
DE	2013	2	169.71	167.21	
DE	2013	3	170.66	168.29	
DE	2013	4	171.09	170.21	
DE	2014	1	168.97	171.48	
DE	2014	2	173.20	170.73	
DE	2014	3	174.84	172.56	
DE	2014	4	172.72	171.92	
DE	2015	1	174.26	176.45	
DE	2015	2	181.34	178.86	
DE	2015	3	181.84	179.72	
DE	2015	4	182.51	181.73	
DE	2016	1	179.67	181.46	
DE	2016	2	184.14	181.79	
DE	2016	3	186.38	184.46	
DE	2016	4	185.64	184.84	
DE	2017	1	183.89	185.27	
DE	2017	2	188.71	186.59	
DE	2017	3	187.61	185.78	
DE	2017	4	189.66	188.80	
DE	2018	1	189.60	190.71	
DE	2018	2	195.52	193.60	
DE	2018	3	196.21	194.32	
DE	2018	4	197.58	196.67	
DE	2019	1	199.81	200.74	
DE	2019	2	202.48	200.79	
DE	2019	3	205.85	203.72	
DE	2019	4	207.26	206.38	
DE	2020	1	209.51	210.34	
DE	2020	2	213.57	212.00	
DE	2020	3	220.96	218.49	
DE	2020	4	227.01	226.16	
DE	2021	1	231.84	232.67	
DE	2021	2	244.14	242.48	
DE	2021	3	255.69	252.66	
DE	2021	4	260.56	259.68	
DE	2022	1	266.56	267.56	
DE	2022	2	282.23	280.25	
DE	2022	3	282.80	279.37	
DE	2022	4	286.79	285.91	
DE	2023	1	289.33	290.50	
DE	2023	2	295.53	293.26	
DE	2023	3	301.38	297.79	
DE	2023	4	304.62	303.74	
FL	1991	1	100.00	100.00	
FL	1991	2	100.56	100.12	
FL	1991	3	100.28	99.63	
FL	1991	4	100.78	100.39	
FL	1992	1	101.21	101.22	
FL	1992	2	101.85	101.41	
FL	1992	3	102.84	102.17	
FL	1992	4	102.81	102.42	
FL	1993	1	103.23	103.23	
FL	1993	2	105.06	104.63	
FL	1993	3	106.62	105.92	
FL	1993	4	107.62	107.19	
FL	1994	1	108.41	108.41	
FL	1994	2	110.16	109.71	
FL	1994	3	111.71	110.99	
FL	1994	4	112.85	112.39	
FL	1995	1	112.80	112.78	
FL	1995	2	114.54	114.08	
FL	1995	3	116.24	115.52	
FL	1995	4	116.90	116.40	
FL	1996	1	117.98	117.96	
FL	1996	2	119.31	118.81	
FL	1996	3	120.31	119.60	
FL	1996	4	121.40	120.89	
FL	1997	1	122.01	121.95	
FL	1997	2	123.57	123.04	
FL	1997	3	124.76	124.04	
FL	1997	4	126.07	125.56	
FL	1998	1	126.98	126.92	
FL	1998	2	128.78	128.20	
FL	1998	3	130.63	129.88	
FL	1998	4	131.89	131.38	
FL	1999	1	133.26	133.23	
FL	1999	2	136.00	135.34	
FL	1999	3	138.47	137.66	
FL	1999	4	140.55	140.03	
FL	2000	1	142.81	142.82	
FL	2000	2	146.54	145.79	
FL	2000	3	149.27	148.37	
FL	2000	4	152.19	151.67	
FL	2001	1	155.12	155.17	
FL	2001	2	159.81	158.95	
FL	2001	3	163.77	162.75	
FL	2001	4	167.22	166.68	
FL	2002	1	170.42	170.52	
FL	2002	2	176.14	175.16	
FL	2002	3	181.18	180.00	
FL	2002	4	185.61	185.05	
FL	2003	1	190.41	190.56	
FL	2003	2	196.87	195.74	
FL	2003	3	203.26	201.88	
FL	2003	4	210.19	209.60	
FL	2004	1	218.29	218.49	
FL	2004	2	230.01	228.70	
FL	2004	3	241.68	239.95	
FL	2004	4	253.79	253.03	
FL	2005	1	268.92	269.32	
FL	2005	2	288.63	287.07	
FL	2005	3	307.37	304.96	
FL	2005	4	319.96	318.82	
FL	2006	1	328.90	329.72	
FL	2006	2	337.57	336.02	
FL	2006	3	338.45	335.40	
FL	2006	4	335.57	333.96	
FL	2007	1	328.92	330.38	
FL	2007	2	319.01	317.73	
FL	2007	3	303.79	300.68	
FL	2007	4	285.09	283.32	
FL	2008	1	263.04	264.84	
FL	2008	2	247.82	246.83	
FL	2008	3	232.73	230.11	
FL	2008	4	213.13	211.59	
FL	2009	1	194.80	196.59	
FL	2009	2	187.67	186.75	
FL	2009	3	186.82	184.61	
FL	2009	4	184.84	183.51	
FL	2010	1	177.73	179.60	
FL	2010	2	179.57	178.46	
FL	2010	3	171.79	169.74	
FL	2010	4	169.60	168.56	
FL	2011	1	162.80	164.52	
FL	2011	2	166.45	165.15	
FL	2011	3	167.30	165.42	
FL	2011	4	166.94	166.17	
FL	2012	1	167.81	169.39	
FL	2012	2	174.02	172.45	
FL	2012	3	176.74	174.93	
FL	2012	4	180.37	179.82	
FL	2013	1	185.57	186.98	
FL	2013	2	194.57	192.68	
FL	2013	3	200.41	198.58	
FL	2013	4	203.24	202.85	
FL	2014	1	205.74	206.90	
FL	2014	2	212.15	210.13	
FL	2014	3	216.32	214.51	
FL	2014	4	219.91	219.61	
FL	2015	1	222.97	223.85	
FL	2015	2	231.21	229.13	
FL	2015	3	236.35	234.56	
FL	2015	4	240.43	240.06	
FL	2016	1	245.27	245.98	
FL	2016	2	254.50	252.36	
FL	2016	3	259.46	257.63	
FL	2016	4	263.89	263.45	
FL	2017	1	268.85	269.36	
FL	2017	2	276.71	274.52	
FL	2017	3	282.02	280.19	
FL	2017	4	285.60	285.07	
FL	2018	1	291.14	291.50	
FL	2018	2	297.06	294.89	
FL	2018	3	301.38	299.36	
FL	2018	4	305.02	304.53	
FL	2019	1	308.31	308.63	
FL	2019	2	314.48	312.29	
FL	2019	3	318.79	316.39	
FL	2019	4	322.90	322.55	
FL	2020	1	328.24	328.75	
FL	2020	2	335.35	332.97	
FL	2020	3	343.89	340.84	
FL	2020	4	356.04	355.99	
FL	2021	1	371.20	372.10	
FL	2021	2	396.90	393.87	
FL	2021	3	424.88	420.61	
FL	2021	4	443.95	444.23	
FL	2022	1	466.49	468.11	
FL	2022	2	501.19	497.06	
FL	2022	3	511.34	505.62	
FL	2022	4	507.97	508.69	
FL	2023	1	512.93	515.12	
FL	2023	2	528.15	523.49	
FL	2023	3	538.00	531.63	
FL	2023	4	540.73	541.77	
GA	1991	1	100.00	100.00	
GA	1991	2	100.35	100.05	
GA	1991	3	100.58	100.11	
GA	1991	4	100.99	100.56	
GA	1992	1	101.34	101.34	
GA	1992	2	101.30	100.99	
GA	1992	3	102.59	102.09	
GA	1992	4	103.15	102.76	
GA	1993	1	103.13	103.12	
GA	1993	2	104.39	104.05	
GA	1993	3	105.58	105.04	
GA	1993	4	106.49	106.15	
GA	1994	1	107.63	107.58	
GA	1994	2	109.07	108.71	
GA	1994	3	110.33	109.75	
GA	1994	4	111.00	110.69	
GA	1995	1	112.18	112.11	
GA	1995	2	113.88	113.49	
GA	1995	3	115.70	115.11	
GA	1995	4	117.14	116.82	
GA	1996	1	118.27	118.18	
GA	1996	2	120.09	119.65	
GA	1996	3	121.83	121.24	
GA	1996	4	122.57	122.24	
GA	1997	1	124.48	124.41	
GA	1997	2	125.98	125.49	
GA	1997	3	127.63	127.02	
GA	1997	4	129.10	128.74	
GA	1998	1	130.85	130.81	
GA	1998	2	133.46	132.90	
GA	1998	3	135.66	135.01	
GA	1998	4	137.80	137.42	
GA	1999	1	139.83	139.81	
GA	1999	2	143.25	142.64	
GA	1999	3	146.29	145.59	
GA	1999	4	148.69	148.28	
GA	2000	1	151.13	151.13	
GA	2000	2	154.59	153.93	
GA	2000	3	157.15	156.42	
GA	2000	4	159.17	158.69	
GA	2001	1	161.03	161.01	
GA	2001	2	163.68	163.00	
GA	2001	3	165.70	164.97	
GA	2001	4	167.29	166.72	
GA	2002	1	168.24	168.21	
GA	2002	2	170.59	169.92	
GA	2002	3	172.12	171.38	
GA	2002	4	173.55	172.93	
GA	2003	1	174.23	174.17	
GA	2003	2	175.95	175.31	
GA	2003	3	177.55	176.76	
GA	2003	4	179.54	178.91	
GA	2004	1	181.08	181.04	
GA	2004	2	183.96	183.31	
GA	2004	3	186.84	185.88	
GA	2004	4	188.92	188.35	
GA	2005	1	191.33	191.37	
GA	2005	2	194.30	193.60	
GA	2005	3	196.78	195.54	
GA	2005	4	198.89	198.34	
GA	2006	1	200.40	200.77	
GA	2006	2	202.74	201.94	
GA	2006	3	203.81	202.12	
GA	2006	4	203.87	203.36	
GA	2007	1	202.70	203.61	
GA	2007	2	202.48	201.58	
GA	2007	3	200.26	198.10	
GA	2007	4	194.41	193.91	
GA	2008	1	187.63	189.09	
GA	2008	2	184.20	183.21	
GA	2008	3	177.70	175.41	
GA	2008	4	166.35	165.98	
GA	2009	1	156.73	158.36	
GA	2009	2	156.03	154.99	
GA	2009	3	157.35	155.17	
GA	2009	4	155.39	155.07	
GA	2010	1	149.68	151.54	
GA	2010	2	152.33	151.01	
GA	2010	3	146.23	144.23	
GA	2010	4	140.54	140.32	
GA	2011	1	136.49	138.35	
GA	2011	2	136.54	135.11	
GA	2011	3	134.07	132.25	
GA	2011	4	130.89	130.71	
GA	2012	1	127.88	129.82	
GA	2012	2	133.58	131.98	
GA	2012	3	136.90	135.02	
GA	2012	4	139.00	138.93	
GA	2013	1	140.92	143.03	
GA	2013	2	150.08	148.23	
GA	2013	3	155.22	153.07	
